id;name;result
pro_nam;Protokollname;Quellen Protokoll - Struktur
que_ktn;Kanton;UR
que_idn;ID;1202-5015
que_nam;Quellname;Gandstafel 1
erh_dat;Datum;20.08.2021
kox;Koord_X;692540
koy;Koord_Y;168030
flu_nam;Flurname;Gandstafel
hoe_uem;Hoehe_mueM;2002
bea_nam;BearbeiterIn;kag
aus_for;Austrittform;
han_lag;Hanglage;
abf_ric;Abflussrichtung;
gel_nei;Gelaendeneigung;
qus_zei;Quellschuettung;
mit_fli;Fliessgeschwindigkeit;
que_gro;Quelle_Groesse;
que_ber;Quellbereich;
que_lae;Quellbachlaenge;
wat_mes;Wassertemperatur_Messung;
qus_mes;Quellschuettung_Messung;
lef_mes;Leitfaehigkeit_Messung;
ver_ein;Vernetzung_Einzelquelle;
ver_qsy;Vernetzung_Q_system;
ver_qko;Vernetzung_Q_komplex;
dis_nac;Distanz_Nachbarquelle;
anz_aus;Anzahl_Austritte;
bem;Bemerkungen;Keine Quelle gefunden
fot_dok;Fotos_Dokumente;
fot_idn;Foto_ID;
nut_tri;Trinkwassernutzung;
nut_sch;Schutzstatus;
nut_kul;Kulturhistorische_Bedeutung;
bru_neu;Fassung_Brunnenstube_mit_Ueberlauf_neu;
bru_alt;Fassung_Brunnenstube_mit_Ueberlauf_alt;
bru_ver;Fassung_Brunnenstube_mit_Ueberlauf_verfallen;
r_b_neu;Fassung_Rohr_und_Becken_neu;
r_b_alt;Fassung_Rohr_und_Becken_alt;
r_b_ver;Fassung_Rohr_und_Becken_verfallen;
r_r_neu;Fassung_nur_Rohr_Rinne_neu;
r_r_alt;Fassung_nur_Rohr_Rinne_alt;
r_r_ver;Fassung_nur_Rohr_Rinne_verfallen;
fas_kei;Fassung_keine;
rev_obj;Revitalisierungsobjekt;
kla_nat;Klassierung_naturnah;
kla_bed;Klassierung_bedingt_naturnah;
kla_mae;Klassierung_maessig_beeintraechtigt;
kla_ges;Klassierung_geschaedigt;
kla_sta;Klassierung_stark_geschaedigt;
be1;Bewertung_1;
be2;Bewertung_2;
be3;Bewertung_3;
be4;Bewertung_4;
be5;Bewertung_5;
wea;Wert_A_Beeintraechtigung;
web;Wert_B_Vegetation_Nutzung_Struktur;
wer_auf;Aufwertung;0
wer_ges;Gesamtergebnis;
n_b_zer;Nicht_bewertbar_zerstoert;
n_b_k_a;Nicht_bewertbar_kein_Abfluss;x
phw;pH_Wert_Messung;
